HYBRIDIZATION R	TCGA-AA-3841-01	TCGA-AA-3866-01	TCGA-AA-3870-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3968-01	TCGA-AA-3970-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01
BRD3|8019	423	1097	941	343	765	885	779	486	595	1620
BRD4|23476	1739	2241	2231	749	1293	2148	1653	757	1850	2448
BRD7P3|23629	0	0	0	0	0	2	0	0	0	0
BRD7|29117	203	1865	910	863	2033	1585	1128	770	1597	1742
BRD8|10902	350	881	603	520	553	851	974	495	898	872
BRD9|65980	353	637	603	773	569	807	492	322	559	671
BRDT|676	1	7	2	1	9	4	4	8	8	12
BREA2|286076	4	5	21	5	5	8	5	1	21	16
BRE|9577	307	1018	610	505	1204	529	682	292	1217	910
BRF1|2972	475	492	616	333	650	508	568	291	428	492
BRF2|55290	249	264	392	456	413	378	363	161	883	181
BRI3BP|140707	182	439	259	398	310	224	294	331	601	292
BRI3|25798	1692	1486	3800	1748	4143	1920	1153	723	2946	2958
BRIP1|83990	20	217	134	85	82	305	254	114	191	283
BRIX1|55299	74	1343	473	1246	960	1581	1034	723	1776	1454
BRMS1L|84312	16	199	114	199	160	190	163	129	149	237
BRMS1|25855	556	1326	1013	676	686	1067	996	592	1862	1034
BRP44L|51660	269	1074	579	1394	876	719	1094	1094	1427	1145
BRP44|25874	551	3118	869	3949	1963	2256	2052	939	3925	689
BRPF1|7862	406	515	429	208	360	515	474	188	255	432
BRPF3|27154	412	1398	731	458	453	1915	873	409	830	944
BRS3|680	0	0	0	0	1	0	0	0	0	0
BRSK1|84446	52	22	58	40	72	81	40	30	21	22
BRSK2|9024	184	153	230	59	164	28	10	37	349	6
BRWD1|54014	129	543	496	687	634	846	886	517	1356	1203
BRWD3|254065	100	189	332	122	154	195	183	89	104	119
BSCL2|26580	1288	2384	1494	901	896	1485	881	609	3007	633
BSDC1|55108	471	1091	768	956	1146	989	1560	597	2005	1356
BSG|682	5263	10309	14042	12210	14437	14956	10898	9086	25585	22560
BSND|7809	0	0	0	0	0	0	0	0	0	0
BSN|8927	9	7	7	1	7	17	41	1	7	10
BSPH1|100131137	0	0	0	0	0	0	0	0	0	0
BSPRY|54836	542	1258	1428	582	1390	809	1355	1157	1348	2846
BST1|683	16	135	87	94	31	82	38	40	72	93
BST2|684	590	767	3349	593	1737	402	642	451	7113	385
BSX|390259	0	0	2	2	0	0	1	7	2	0
BTAF1|9044	145	558	375	548	621	1207	680	421	754	583
BTBD10|84280	338	748	1093	593	529	496	767	360	863	771
BTBD11|121551	25	28	161	60	310	34	204	18	3	12
BTBD12|84464	145	268	225	97	237	221	196	127	153	213
BTBD16|118663	10	11	35	46	100	12	17	3	7	2
BTBD17|388419	2	0	5	0	0	0	1	0	1	0
BTBD18|643376	0	1	0	0	2	2	0	1	0	2
BTBD19|149478	15	17	44	14	9	42	17	0	9	10
BTBD1|53339	206	1606	619	1129	2646	1436	1959	1103	1502	1596
BTBD2|55643	2779	2838	3975	1474	739	3153	2291	1015	1267	3629
BTBD3|22903	180	1018	618	963	2113	1017	487	481	1092	841
BTBD6|90135	706	1369	1567	659	2084	1098	1110	813	845	1176
BTBD7|55727	124	872	693	466	949	725	713	495	460	822
BTBD8|284697	1	3	1	3	1	12	7	6	6	1
BTBD9|114781	257	353	484	190	292	356	416	150	265	307
BTC|685	12	123	20	80	15	51	124	37	80	75
BTD|686	141	357	171	235	208	265	435	105	139	265
BTF3L1|690	1	0	1	2	2	2	0	0	4	0
BTF3L4|91408	94	698	760	1088	1284	693	1013	616	1749	963
BTF3|689	1899	11761	11736	17326	15348	8631	12084	6786	16835	11722
BTG1|694	635	2372	1124	8189	5120	1872	2434	1412	1376	2545
BTG2|7832	606	1883	3463	5747	1393	1687	3664	457	1002	1831
BTG3|10950	118	809	468	994	707	430	742	478	1331	1155
BTG4|54766	0	0	0	0	0	0	0	0	0	0
BTK|695	27	178	125	96	35	100	83	44	16	89
BTLA|151888	4	18	9	9	6	13	19	4	12	20
BTN1A1|696	1	3	5	5	2	5	4	10	0	11
BTN2A1|11120	334	507	361	378	345	826	579	224	456	726
BTN2A2|10385	105	349	178	101	152	202	174	99	129	202
BTN2A3|54718	14	30	27	26	19	53	43	16	15	32
BTN3A1|11119	205	1603	553	434	325	939	770	428	909	1579
BTN3A2|11118	357	2034	610	426	582	1217	780	520	779	1476
BTN3A3|10384	111	878	337	255	196	531	319	262	151	818
BTNL2|56244	0	0	0	0	0	0	0	0	0	0
BTNL3|10917	92	11	110	340	113	279	338	48	241	16
BTNL8|79908	83	28	308	227	72	233	221	30	81	12
BTNL9|153579	21	37	96	71	162	52	216	105	631	39
BTRC|8945	210	360	535	278	305	659	387	170	343	320
BUB1B|701	105	755	207	343	657	893	540	488	537	678
BUB1|699	211	1274	720	603	1059	1113	635	866	1561	1359
BUB3|9184	1169	2868	2809	2849	3537	3541	2771	2134	4981	2535
BUD13|84811	123	627	333	267	313	502	441	278	651	769
BUD31|8896	623	1231	1274	2027	2014	1676	613	928	2122	1250
BVES|11149	17	111	91	45	43	94	68	32	49	58
BYSL|705	333	727	605	432	312	792	555	268	791	749
BZRAP1|9256	61	149	64	107	77	1615	156	49	2721	600
BZW1|9689	416	7295	4513	6043	6394	7473	6138	5856	8749	7921
BZW2|28969	968	3569	2867	3299	2943	2647	4350	2314	5068	4175
C10orf105|414152	1	1	1	0	0	1	5	1	0	2
C10orf107|219621	0	2	3	9	3	2	0	0	29	8
C10orf108|414235	67	138	39	51	22	211	162	39	21	156
C10orf10|11067	144	521	1039	161	317	238	338	118	247	179
C10orf110|55853	23	79	13	86	73	34	64	38	46	76
C10orf111|221060	2	13	21	10	13	13	10	2	10	32
C10orf113|387638	0	0	0	0	0	0	0	0	0	0
C10orf114|399726	3	13	9	8	5	10	9	1	4	11
C10orf116|10974	658	408	5790	4361	3222	222	1372	271	3080	902
C10orf118|55088	35	646	290	575	598	645	575	271	776	324
C10orf119|79892	787	2191	2159	1735	2005	3106	1655	1356	2920	1957
C10orf11|83938	42	68	26	81	8	53	51	7	6	24
C10orf120|399814	0	0	0	0	0	0	0	0	0	0
C10orf122|387718	0	0	0	0	0	0	0	0	0	0
C10orf125|282969	72	200	247	318	1050	277	443	115	1181	363
C10orf128|170371	8	46	24	18	3	28	33	14	3	22
C10orf129|142827	0	0	0	0	0	0	0	0	2	0
C10orf12|26148	31	76	94	52	96	108	84	42	86	45
C10orf131|100127889	0	0	9	3	0	3	2	0	2	0
C10orf137|26098	71	239	184	266	195	487	357	188	425	181
C10orf140|387640	5	9	5	7	5	18	6	5	9	8
C10orf18|54906	295	1350	720	890	731	1304	1088	598	866	2110
C10orf25|220979	15	27	60	23	40	40	28	14	29	24
C10orf26|54838	496	1398	1514	839	918	1143	1155	463	1212	649
C10orf27|219793	0	0	0	0	0	0	0	0	0	0
C10orf28|27291	77	321	201	166	228	317	294	193	263	195
C10orf2|56652	334	586	654	524	406	606	600	412	859	350
C10orf32|119032	82	316	174	671	262	936	703	260	412	385
C10orf35|219738	123	156	175	149	87	100	131	107	147	65
C10orf40|283025	1	0	17	0	1	0	1	1	1	0
C10orf41|100131213	19	52	36	56	26	91	44	19	56	23
C10orf46|143384	333	1422	1144	1062	1330	1718	1306	697	1753	1115
C10orf47|254427	158	137	395	191	157	364	260	108	133	318
C10orf4|118924	14	229	99	192	226	319	324	208	354	189
C10orf50|645528	0	0	0	0	0	1	1	0	0	1
C10orf53|282966	0	0	0	0	0	0	0	0	0	0
C10orf54|64115	789	1008	1774	321	747	764	694	255	385	629
C10orf55|414236	17	32	51	17	5	15	12	11	4	21
C10orf57|80195	215	398	264	825	337	704	491	315	597	405
C10orf58|84293	177	955	874	1219	1964	1343	1351	643	1812	956
C10orf62|414157	0	0	7	0	0	0	0	0	0	0
C10orf67|256815	3	10	1	4	1	1	6	0	0	2
C10orf68|79741	1	13	15	7	18	8	7	6	9	19
C10orf71|118461	1	0	3	1	0	0	0	0	0	0
C10orf72|196740	83	248	265	102	116	354	137	82	68	166
C10orf75|90271	109	360	129	93	777	118	115	73	218	444
C10orf76|79591	306	684	571	562	461	840	658	314	691	418
C10orf78|119392	14	196	129	213	237	223	245	156	604	256
C10orf79|80217	2	5	19	4	10	24	15	2	31	18
C10orf81|79949	173	771	1416	472	1187	601	218	388	420	969
C10orf82|143379	20	39	32	28	62	52	50	12	14	25
C10orf84|63877	53	516	483	1238	757	991	1100	568	1352	594
C10orf88|80007	29	200	122	208	123	233	233	129	246	132
C10orf90|118611	0	0	0	0	0	0	4	0	0	0
C10orf91|170393	3	4	16	7	2	6	10	4	1	19
C10orf93|255352	0	0	0	0	0	0	1	0	0	1
C10orf95|79946	13	11	78	38	33	43	22	18	42	21
C10orf96|374355	0	0	4	1	1	0	0	0	0	0
C10orf99|387695	967	2231	264	3071	132	1231	2857	1453	2504	507
C11orf10|746	955	1401	1418	1851	1444	1153	1140	823	2202	1348
C11orf16|56673	1	1	0	0	1	0	1	0	0	0
C11orf17|56672	203	545	395	333	419	360	552	217	461	637
C11orf1|64776	143	640	440	340	340	217	470	231	727	728
C11orf20|25858	2	1	3	8	1	3	6	5	17	6
C11orf21|29125	2	13	12	3	5	6	6	4	1	4
C11orf24|53838	782	864	1358	603	762	1108	738	633	939	975
C11orf2|738	5278	4070	4705	2292	2270	4349	3505	1468	6165	3998
C11orf30|56946	116	266	340	144	154	440	208	226	251	335
C11orf31|280636	841	1398	1463	2879	1614	2083	2179	1006	3189	1907
C11orf34|349633	0	0	0	0	0	0	0	0	0	0
C11orf35|256329	75	89	77	31	50	48	83	19	44	111
C11orf36|283303	0	0	3	0	0	0	0	1	0	0
C11orf40|143501	0	0	0	0	0	0	0	0	0	0
C11orf41|25758	23	33	484	42	9	7	5	24	41	4
C11orf42|160298	2	4	2	0	5	1	1	0	4	0
C11orf45|219833	45	83	35	14	3	19	33	18	8	35
C11orf46|120534	41	491	262	490	185	588	719	323	633	578
C11orf48|79081	121	593	551	868	632	748	694	729	1106	660
C11orf49|79096	525	1137	836	834	470	713	647	342	973	847
C11orf51|25906	476	364	548	654	338	475	383	144	493	505
C11orf52|91894	60	74	149	98	98	70	133	12	66	46
C11orf53|341032	58	9	19	30	41	14	8	12	6	19
C11orf54|28970	79	1093	388	1324	826	565	1855	423	1560	1662
C11orf57|55216	172	850	711	728	489	727	1004	401	1114	1117
C11orf58|10944	354	3687	1912	3280	2433	4121	5630	2363	5018	4450
C11orf59|55004	1100	2495	1987	2151	1651	1927	2099	1071	2889	1985
C11orf61|79684	20	144	105	117	81	329	308	114	278	317
C11orf63|79864	19	26	45	34	13	26	139	4	7	23
C11orf64|283197	0	0	0	0	0	0	0	0	0	0
C11orf65|160140	0	8	2	1	9	4	5	3	11	7
C11orf66|220004	38	15	26	19	26	20	8	7	34	15
C11orf67|28971	120	186	195	119	111	248	224	78	169	285
C11orf68|83638	524	767	883	245	333	811	763	206	543	784
C11orf70|85016	0	20	3	37	13	7	84	4	13	28
C11orf71|54494	115	346	62	94	109	137	287	178	343	391
C11orf73|51501	125	787	483	622	477	654	570	351	920	818
C11orf74|119710	4	151	53	64	13	134	188	70	52	111
C11orf75|56935	268	681	385	387	343	282	403	202	317	400
C11orf80|79703	141	262	578	239	499	328	406	130	297	359
C11orf82|220042	39	416	125	126	123	571	279	319	559	646
C11orf83|790955	514	514	629	711	470	762	569	517	1122	686
C11orf84|144097	620	604	964	267	265	516	505	86	407	245
C11orf85|283129	0	0	6	0	1	0	0	1	1	0
C11orf86|254439	131	5	33	138	163	98	46	15	51	8
C11orf87|399947	1	0	1	3	0	9	3	0	1	3
C11orf88|399949	1	1	2	1	5	6	4	2	1	4
C11orf90|387804	5	0	10	5	0	0	8	1	0	2
C11orf92|399948	26	18	36	45	104	67	65	40	9	86
C11orf93|120376	74	35	72	132	149	63	59	34	22	105
C11orf94|143678	1	1	1	0	2	0	2	0	0	0
C11orf95|65998	287	439	357	270	295	731	482	173	452	435
C11orf9|745	315	135	3012	159	1585	596	185	242	538	430
C12orf10|60314	620	719	1248	1053	590	805	707	426	432	686
C12orf11|55726	95	757	470	862	644	724	403	639	1473	1007
C12orf12|196477	0	0	0	0	0	0	0	0	0	0
C12orf23|90488	93	637	591	1455	898	758	546	532	998	835
C12orf24|29902	52	54	143	186	132	142	203	103	131	126
C12orf26|84190	50	88	62	223	182	69	150	78	89	121
C12orf27|283460	49	44	42	55	58	212	137	47	102	72
C12orf29|91298	75	379	291	1554	519	565	709	421	1107	848
C12orf32|83695	177	837	570	614	990	554	278	495	645	767
C12orf34|84915	195	99	65	185	224	283	356	83	197	59
C12orf35|55196	96	642	471	666	620	969	799	426	807	765
C12orf36|283422	37	663	475	2224	948	666	361	620	4389	1731
C12orf39|80763	0	0	0	0	0	1	0	0	0	0
C12orf40|283461	1	0	0	0	2	1	1	0	0	0
C12orf41|54934	215	546	469	1153	710	850	767	395	917	771
C12orf42|374470	1	1	0	0	0	0	3	0	1	1
C12orf43|64897	88	233	353	289	213	283	235	195	371	243
C12orf44|60673	1359	899	1788	1382	1107	770	832	569	1062	746
C12orf45|121053	39	301	118	408	312	173	176	180	324	195
C12orf47|51275	232	448	496	1179	823	627	649	254	651	545
C12orf48|55010	33	396	131	1051	504	654	629	537	1465	786
C12orf49|79794	297	815	864	1031	1356	532	657	535	878	637
C12orf4|57102	35	389	264	561	254	426	308	218	521	349
C12orf50|160419	54	219	139	124	218	246	176	89	108	249
C12orf51|283450	561	611	686	445	522	893	645	294	358	525
C12orf52|84934	374	478	490	736	573	649	590	413	920	511
C12orf53|196500	11	1	42	13	5	7	0	6	3	5
C12orf54|121273	0	0	2	3	0	0	4	0	0	0
C12orf56|115749	3	42	5	6	15	6	75	1	13	3
C12orf57|113246	958	654	1871	2575	1938	597	929	679	1129	573
C12orf59|120939	2	23	7	4	3	5	7	4	2	6
C12orf5|57103	102	571	359	923	349	369	565	440	665	427
C12orf60|144608	3	27	2	40	8	19	14	18	28	30
C12orf61|283416	4	16	10	12	10	8	9	2	3	3
C12orf62|84987	852	507	682	1776	718	638	919	327	901	617
C12orf63|374467	0	3	0	2	0	5	2	1	0	4
C12orf65|91574	111	321	335	250	364	407	364	245	544	367
C12orf66|144577	76	150	108	226	113	128	146	72	113	161
C12orf68|387856	7	11	48	18	8	20	6	10	2	14
C12orf69|440087	0	1	0	0	2	5	1	0	3	2
C12orf70|341346	3	1	18	0	2	4	2	1	6	1
C12orf71|728858	0	1	0	0	1	1	5	0	2	0
C12orf72|254013	14	33	34	27	15	40	68	19	24	55
C12orf73|728568	66	131	98	294	165	181	234	117	286	264
C12orf74|338809	3	0	1	7	3	2	6	1	9	2
C12orf75|387882	242	2086	1753	2713	2691	1380	1045	1287	3555	1638
C12orf76|400073	67	66	100	81	99	186	152	56	132	125
C12orf77|196415	1	3	2	3	9	5	7	1	0	1
C13orf15|28984	92	225	481	212	670	141	413	118	182	190
C13orf16|121793	0	5	1	2	0	2	4	0	0	1
C13orf18|80183	1072	3546	147	1357	529	1193	3536	1291	953	2022
C13orf1|57213	263	476	320	970	535	394	475	321	788	483
C13orf23|80209	1517	2251	1660	1401	1532	1366	2258	711	2280	1952
C13orf26|122046	24	20	4	9	8	6	16	37	13	22
C13orf27|93081	11	234	106	197	392	374	189	146	370	261
C13orf28|122258	0	0	0	0	0	0	0	0	0	0
C13orf29|283487	47	54	166	33	80	111	13	42	47	47
C13orf30|144809	0	0	1	4	0	3	1	0	0	4
C13orf31|144811	68	370	194	381	301	233	264	147	176	400
C13orf33|84935	29	132	71	51	14	48	35	21	13	38
C13orf34|79866	167	618	366	528	500	912	265	273	584	486
C13orf35|400165	0	0	0	0	0	0	0	0	0	0
C13orf36|400120	0	1	0	0	0	0	0	0	0	0
C13orf37|440145	65	1052	398	1875	2057	1499	1047	857	2101	1260
C13orf38|728591	0	1	0	3	0	1	0	25	0	0
C13orf39|196541	0	0	0	1	0	0	0	0	0	0
C14orf101|54916	84	478	368	369	526	596	545	170	423	618
C14orf102|55051	65	199	192	121	209	168	174	61	84	187
C14orf104|55172	83	473	248	441	461	356	506	415	466	580
C14orf105|55195	7	13	17	34	36	20	27	19	23	26
C14orf106|55320	41	821	276	530	749	750	661	537	478	1066
C14orf109|26175	67	493	257	316	414	438	384	240	361	490
C14orf115|55237	5	0	10	1	3	0	3	10	4	2
C14orf118|55668	96	151	179	164	160	168	198	95	95	194
C14orf119|55017	445	1717	1404	1725	1882	893	1346	1014	2104	1460
C14orf126|112487	49	506	200	573	513	437	550	422	907	569
C14orf128|84837	7	54	134	28	140	53	84	28	46	73
C14orf129|51527	307	1665	1391	4078	4444	1243	1926	1687	2049	2350
C14orf132|56967	41	119	112	47	49	113	54	27	15	35
C14orf135|64430	36	522	354	255	321	396	401	261	342	550
C14orf138|79609	18	135	59	120	237	182	153	98	118	165
C14orf139|79686	12	42	73	15	7	64	41	19	2	42
C14orf142|84520	106	404	196	347	458	311	479	379	397	455
C14orf143|90141	23	171	87	113	209	126	116	103	109	150
C14orf145|145508	17	109	54	50	62	94	126	68	51	132
C14orf147|171546	626	2201	1063	2497	2800	1828	2198	1474	1925	2658
C14orf148|122945	3	5	1	4	7	6	10	0	6	9
C14orf149|112849	52	64	48	56	97	121	120	26	87	104
C14orf153|84334	46	480	321	500	792	426	541	298	478	567
C14orf156|81892	173	770	384	1025	1113	643	732	677	1828	660
C14orf159|80017	349	554	662	518	269	346	612	503	178	920
C14orf162|56936	0	0	0	0	0	0	0	0	1	0
C14orf165|414767	3	0	0	2	2	2	2	1	0	0
C14orf166B|145497	1	1	0	2	0	0	0	0	0	0
C14orf166|51637	324	3228	1505	3203	3221	1950	1980	2054	1840	2592
C14orf167|55449	225	739	544	542	1008	410	465	241	945	730
C14orf169|79697	122	541	298	217	394	272	343	187	201	392
C14orf174|161394	2	4	1	6	7	9	22	12	5	8
C14orf176|643382	80	121	124	197	198	93	143	18	168	54
C14orf177|283598	0	0	0	0	0	0	0	0	0	0
C14orf178|283579	0	5	8	0	4	8	8	4	0	2
C14orf179|112752	191	354	266	331	274	235	453	218	396	258
C14orf180|400258	0	1	1	0	0	0	0	0	0	0
C14orf181|400223	21	30	33	28	84	52	41	12	19	91
C14orf182|283551	11	13	13	12	73	5	7	5	5	10
C14orf183|196913	0	0	0	0	0	0	0	0	0	0
C14orf184|650662	1	5	6	6	6	9	10	5	4	2
C14orf19|280655	0	8	3	4	5	3	6	0	6	3
C14orf1|11161	275	1568	774	976	1670	761	1152	701	966	1377
C14orf21|161424	220	577	334	140	320	232	237	160	316	225
C14orf23|387978	2	25	22	26	43	29	28	15	46	29
C14orf28|122525	8	114	32	68	80	85	110	37	52	107
C14orf2|9556	638	2051	1220	3871	3505	1407	1925	1442	1931	2077
C14orf33|100129075	19	45	18	38	36	40	58	21	43	76
C14orf34|645687	2	4	21	7	39	3	2	63	24	3
C14orf37|145407	6	71	31	56	51	52	43	25	121	46
C14orf39|317761	0	0	0	0	1	0	0	4	0	0
C14orf43|91748	471	939	970	454	1229	817	758	222	378	663
C14orf45|80127	7	77	28	37	33	75	83	53	39	94
C14orf48|256369	0	0	1	0	0	0	0	0	0	0
C14orf49|161176	21	32	60	6	4	13	27	7	17	14
C14orf4|64207	545	754	701	304	799	575	503	231	294	450
C14orf50|145376	17	103	76	64	352	32	120	13	55	259
C14orf53|440184	0	0	5	16	6	0	24	12	4	46
C14orf64|388011	2	9	12	9	13	27	15	9	16	15
C14orf68|283600	14	1	33	4	8	4	4	2	1	5
C14orf70|283601	0	0	0	0	2	1	0	0	0	0
C14orf72|145200	17	19	28	32	66	13	28	70	4	15
C14orf73|91828	50	52	54	65	64	66	104	31	13	86
C14orf79|122616	53	126	165	168	143	172	184	96	226	214
C14orf80|283643	315	339	384	214	522	268	274	208	273	426
C14orf86|283592	0	0	0	0	0	0	0	0	0	0
C14orf93|60686	102	300	186	150	353	193	178	66	168	216
C15orf17|57184	172	483	397	390	893	709	696	276	343	425
C15orf21|283651	24	152	138	150	213	131	171	134	266	183
C15orf23|90417	109	547	198	225	551	506	440	390	437	464
C15orf24|56851	241	1155	837	1464	1755	904	1238	818	981	656
C15orf26|161502	0	2	0	0	1	3	4	4	0	4
C15orf27|123591	11	26	25	13	28	28	24	1	10	25
C15orf28|80035	4	8	7	6	5	5	12	2	1	5
C15orf29|79768	35	414	115	556	594	467	729	506	480	471
C15orf2|23742	2	1	6	7	8	16	10	12	13	9
C15orf32|145858	0	0	0	0	0	0	0	0	0	0
C15orf33|196951	0	12	2	21	22	11	12	9	18	20
C15orf34|80072	3	17	8	9	8	14	28	3	5	12
C15orf37|283687	27	44	57	42	73	45	83	27	39	44
C15orf38|348110	194	350	332	95	288	232	218	113	61	165
C15orf39|56905	965	911	758	521	1441	934	1042	519	389	747
C15orf40|123207	49	214	86	238	366	287	346	141	145	152
C15orf41|84529	26	177	97	126	413	206	204	33	109	138
C15orf42|90381	150	358	274	80	172	399	273	172	200	322
C15orf43|145645	0	0	0	0	0	0	2	0	0	0
C15orf44|81556	465	1382	698	1216	1366	1361	1263	604	857	988
C15orf48|84419	279	1572	1448	4376	833	3644	6296	4594	499	4929
C15orf50|414926	0	0	0	0	0	0	0	0	0	0
C15orf51|196968	1	3	23	2	4	3	2	5	0	6
C15orf52|388115	67	137	511	140	508	200	226	124	125	87
C15orf53|400359	0	3	0	0	0	0	2	0	4	3
C15orf54|400360	0	1	0	0	0	1	1	0	4	4
C15orf55|256646	0	0	7	0	1	3	2	2	1	0
C15orf56|644809	3	12	1	0	1	11	23	0	3	12
C15orf57|90416	77	316	214	406	452	281	473	229	246	280
C15orf58|390637	47	99	118	41	76	51	138	42	52	45
C15orf59|388135	11	8	24	6	6	17	8	1	0	6
C15orf5|81698	0	0	0	2	1	2	0	0	0	0
C15orf60|283677	0	0	3	0	0	0	0	0	0	0
C15orf61|145853	164	215	178	250	402	177	206	125	231	185
C15orf62|643338	30	20	33	50	70	98	56	28	16	27
C15orf63|25764	383	1116	668	1391	1399	769	1421	1074	1372	741
C16orf11|146325	0	0	2	0	0	1	0	0	14	0
C16orf13|84326	1930	1701	2115	1567	1486	900	1341	719	1182	1616
C16orf3|750	1	2	0	0	1	10	1	0	6	4
C16orf42|115939	699	1090	1311	906	1230	877	810	438	585	1054
C16orf45|89927	122	149	276	542	65	142	74	49	37	70
C16orf46|123775	4	32	18	21	21	24	50	21	41	42
C16orf48|84080	226	335	227	120	220	255	273	148	401	429
C16orf52|730094	56	224	184	187	424	368	247	77	241	326
C16orf53|79447	260	1372	818	503	1056	1045	735	442	786	1075
C16orf54|283897	25	111	62	53	22	61	60	31	20	66
C16orf55|124045	131	280	226	149	373	273	348	89	479	363
C16orf57|79650	654	1220	1715	556	944	857	577	292	1031	794
C16orf58|64755	1934	3204	3069	1013	1299	2132	1812	604	1784	2505
C16orf59|80178	179	265	107	82	153	261	148	136	271	339
C16orf5|29965	257	696	217	88	42	498	570	124	150	114
C16orf61|56942	167	632	324	552	1053	361	355	314	779	568
C16orf62|57020	128	391	378	383	510	532	250	156	181	160
C16orf63|123811	107	2046	490	1508	1811	1323	1604	896	1858	1612
C16orf68|79091	244	235	311	160	326	319	253	87	229	228
C16orf70|80262	305	563	568	331	606	479	439	217	531	671
C16orf71|146562	4	8	10	3	2	7	16	4	9	11
C16orf72|29035	243	1098	815	847	1177	964	1007	517	997	986
C16orf73|254528	3	0	3	1	13	1	1	10	1	1
C16orf74|404550	40	2	127	29	52	13	65	68	353	49
C16orf75|116028	192	1656	508	177	444	624	647	329	424	1391
C16orf78|123970	0	0	0	0	0	0	0	0	0	0
C16orf79|283870	20	33	26	25	60	54	28	29	31	53
C16orf7|9605	223	244	260	180	514	217	220	82	169	263
C16orf80|29105	513	1090	781	885	953	723	831	342	921	917
C16orf81|283860	0	0	0	1	0	1	0	0	0	0
C16orf82|162083	1	0	2	0	1	0	0	0	0	0
C16orf86|388284	15	41	7	9	5	30	34	1	5	17
C16orf87|388272	13	196	63	203	182	150	147	104	197	188
C16orf88|400506	126	638	451	481	623	540	459	354	502	609
C16orf89|146556	5	10	5	4	3	3	11	2	0	3
C16orf90|646174	0	0	0	1	0	0	0	0	0	0
C16orf91|283951	326	519	478	609	502	346	517	231	872	489
C16orf92|146378	0	2	0	0	2	0	0	0	0	0
C16orf93|90835	64	45	56	33	70	78	71	53	51	113
C17orf100|388327	34	56	58	49	57	113	47	27	52	64
C17orf101|79701	436	416	498	432	446	288	432	203	423	301
C17orf102|400591	0	0	0	0	0	0	0	0	0	0
C17orf103|256302	172	133	283	114	112	297	346	47	100	158
C17orf104|284071	1	10	13	9	15	33	23	9	13	20
C17orf105|284067	0	0	0	0	0	0	0	0	0	0
C17orf106|100134934	98	179	217	367	277	239	225	67	228	217
C17orf107|100130311	7	24	19	15	3	13	15	9	11	19
C17orf108|201229	49	78	68	115	117	77	127	27	129	130
C17orf28|283987	925	836	2057	907	1395	313	988	424	707	740
C17orf37|84299	787	700	871	1509	836	893	1429	374	1732	1032
C17orf39|79018	142	215	207	165	174	339	191	168	164	325
C17orf42|79736	33	228	134	436	292	356	571	303	361	451
C17orf44|284029	27	31	18	122	95	68	63	31	18	36
C17orf46|124783	3	4	3	0	1	0	7	2	2	6
C17orf47|284083	0	3	0	1	1	4	5	2	2	1
C17orf48|56985	19	75	62	164	138	197	85	61	110	101
C17orf49|124944	733	2232	2094	3440	3268	1745	1738	1362	1993	2149
C17orf50|146853	2	1	0	3	0	1	1	0	0	0
C17orf51|339263	71	113	107	70	68	175	197	64	59	110
C17orf53|78995	108	198	117	76	84	337	213	85	192	281
C17orf54|283982	0	0	1	0	0	0	0	0	0	0
C17orf55|284185	12	4	22	14	34	54	17	2	70	77
C17orf56|146705	277	344	358	247	222	721	571	212	384	474
C17orf57|124989	3	57	9	15	54	92	76	23	16	94
C17orf58|284018	112	219	93	206	461	367	411	114	545	245
C17orf59|54785	190	181	258	193	253	294	181	94	127	144
C17orf60|284021	5	75	50	72	13	51	33	16	14	47
C17orf61|254863	118	299	256	1395	974	757	499	316	495	476
C17orf62|79415	1252	1651	1414	845	811	1637	1633	338	1542	1237
C17orf63|55731	436	751	1258	435	551	480	754	305	520	621
C17orf64|124773	2	1	0	0	0	0	0	0	0	1
C17orf65|339201	61	172	139	97	91	213	203	53	115	242
C17orf66|256957	0	1	1	0	0	1	0	0	0	0
C17orf67|339210	27	34	59	21	44	23	56	20	66	35
C17orf68|80169	143	324	232	293	615	493	252	206	244	288
C17orf69|147081	36	32	91	42	80	169	80	31	53	97
C17orf70|80233	830	875	938	549	609	1274	985	402	841	1041
C17orf71|55181	80	552	305	384	242	536	648	238	534	510
C17orf72|92340	83	101	137	152	37	44	81	39	38	50
C17orf73|55018	85	189	204	267	267	773	277	39	172	100
C17orf74|201243	0	0	0	0	0	0	1	0	0	0
C17orf75|64149	51	342	127	245	234	216	459	231	398	365
C17orf76|388341	265	478	259	268	531	538	291	162	358	229
C17orf77|146723	10	4	42	3	54	23	6	4	38	7
C17orf78|284099	0	1	1	1	5	1	0	0	0	0
C17orf79|55352	280	588	517	577	510	527	748	294	1191	1076
C17orf80|55028	141	594	219	306	327	424	586	295	577	474
C17orf81|23587	277	593	396	683	521	1003	524	569	610	560
C17orf82|388407	3	4	34	7	27	4	5	8	3	13
C17orf85|55421	134	261	441	322	434	842	365	328	369	424
C17orf86|654434	65	142	93	87	113	433	241	59	148	216
C17orf87|388325	15	105	49	20	20	54	39	21	29	50
C17orf88|23591	3	15	3	2	2	17	8	3	2	4
C17orf89|284184	329	303	332	939	297	521	393	149	675	441
C17orf90|339229	619	504	505	474	334	808	1393	266	847	761
C17orf91|84981	34	84	151	304	114	248	205	81	116	90
